clubLabel,venueLabel,coordinates,countryLabel
Prayag United S.C.,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
Bhawanipore F.C.,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
George Telegraph S.C.,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
Kalighat Milan Sangha F.C.,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
Indian Arrows,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
Southern Samity,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
Techno Aryan F.C.,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
West Bengal football team,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
ATK,Vivekananda Yuva Bharati Krirangan,Point(88.409167 22.568889),India
Unión Española,Estadio Santa Laura-Universidad SEK,Point(-70.659017 -33.404553),Chile
Puaikura FC,National Stadium,Point(-159.806777777 -21.205972222),Cook Islands
Cobresal,Estadio El Cobre,Point(-69.628611 -26.251944),Chile
SV Bergisch Gladbach 09,Q795813,Point(7.11969 50.9939),Germany
Toronto FC,BMO Field,Point(-79.418611 43.632778),Canada
Metallurg Bekabad,Metallurg Bekabad Stadium,Point(69.27919 40.213367),Uzbekistan
FC Ordabasy,Kazhimukan Munaitpasov Stadium,Point(69.593568 42.335493),Kazakhstan
FC Yassi,Kazhimukan Munaitpasov Stadium,Point(69.593568 42.335493),Kazakhstan
Næstved BK,Næstved Stadion,Point(11.7664 55.2231),Denmark
PFC CSKA  Sofia,Balgarska Armia Stadium,Point(23.339769 42.684258),Bulgaria
AS 23 Sofia,Balgarska Armia Stadium,Point(23.339769 42.684258),Bulgaria
PFC CSKA Sofia II,Balgarska Armia Stadium,Point(23.339769 42.684258),Bulgaria
Ballymena United F.C.,Ballymena Showgrounds,Point(-6.262867 54.869142),United Kingdom
Ballymena F.C.,Ballymena Showgrounds,Point(-6.262867 54.869142),United Kingdom
FC Baltika Kaliningrad,Baltika Stadium,Point(20.490439 54.717136),Russia
Königsberger STV,Baltika Stadium,Point(20.490439 54.717136),Russia
FC Banants,Banants Stadium,Point(44.449938 40.171426),Armenia
Abahani Limited,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Mohammedan Sporting Club,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Brothers Union,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Muktijoddha Sangsad KS,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Sheikh Jamal Dhanmondi Club,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Sheikh Russel KC,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Team BJMC,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Uttar Baridhara SC,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Notre Dame SC,Barbados National Stadium,Point(-59.605 13.12),Barbados
Barbados Defence Force Sports Program,Barbados National Stadium,Point(-59.605 13.12),Barbados
Örebro SK,Behrn Arena,Point(15.22305556 59.26611111),Sweden
2015 Örebro SK season,Behrn Arena,Point(15.22305556 59.26611111),Sweden
Montpellier Hérault Sport Club,Stade de la Mosson,Point(3.811944 43.621944),France
Rhyl F.C.,Belle Vue,Point(-3.47611 53.3189),United Kingdom
Birmingham City F.C.,St Andrew's,Point(-1.868188888 52.475702777),United Kingdom
Kickers Offenbach,Sparda Bank Hessen Stadium,Point(8.798611 50.094444),Germany
Hallescher FC,Erdgas Sportpark,Point(11.961944 51.465278),Germany
São Paulo F.C.,Estádio do Morumbi,Point(-46.720155555 -23.600125),Brazil
Bermuda Hogges,Bermuda National Stadium,Point(-64.76972222 32.30055556),United Kingdom
Middlesbrough F.C.,Riverside Stadium,Point(-1.216944444 54.578333333),United Kingdom
1. FC Frankfurt,Stadion der Freundschaft,Point(14.556133 52.332533),Germany
SV Sandhausen,Hardtwaldstadion,Point(8.647667 49.332083),Germany
SV Wehen Wiesbaden,BRITA-Arena,Point(8.256667 50.071111),Germany
Kitchee SC,Mong Kok Stadium,Point(114.173 22.3261),People's Republic of China
Citizen AA,Mong Kok Stadium,Point(114.173 22.3261),People's Republic of China
Eastern Sports Club,Mong Kok Stadium,Point(114.173 22.3261),People's Republic of China
Sun Hei SC,Mong Kok Stadium,Point(114.173 22.3261),People's Republic of China
FC Merani Tbilisi,Sinatle Stadium,Point(44.859751 41.674824),Georgia
Osmanlıspor,Osmanlı Stadyumu,Point(32.502222 40.011389),Turkey
Ethnikos Piraeus F.C.,Hellinikon Stadium,Point(23.729256 37.897597),Greece
BBCU F.C.,Chulalongkorn University Stadium,Point(100.525833 13.7375),Thailand
Krung Thai Bank F.C.,Chulalongkorn University Stadium,Point(100.525833 13.7375),Thailand
H.N.K. Hajduk Split,Stadion Poljud,Point(16.431667 43.519444),Croatia
Coventry City F.C.,Ricoh Arena,Point(-1.495556 52.448056),United Kingdom
1. FC Slovácko,Městský fotbalový stadion Miroslava Valenty,Point(17.471461 49.065556),Czech Republic
Dreams Metro Gallery FC,Siu Sai Wan Sports Ground,Point(114.249063 22.267434),People's Republic of China
FC Shakhter Karagandy,Shakhtyor Stadium,Point(73.075122 49.818618),Kazakhstan
S.C. Braga,Estádio Municipal de Braga,Point(-8.4308 41.5624),Portugal
PFC Cherno More Varna,Ticha Stadium,Point(27.931389 43.215833),Bulgaria
PFC Botev Plovdiv,Hristo Botev Stadium,Point(24.764444 42.139861),Bulgaria
Los Angeles Wolves,Los Angeles Memorial Coliseum,Point(-118.287778 34.014167),United States of America
Rákospalotai EAC,Stadion Budai II. Laszló,Point(19.121388888 47.561944444),Hungary
Hebei Zhongji F.C.,Qinhuangdao Olympic Sports Center Stadium,Point(119.547777777 39.907222222),People's Republic of China
Dorogi FC,Buzánszky Jenő Stadion,Point(18.7333 47.7166),Hungary
Liaoning Whowin F.C.,Shenyang Olympic Sports Center Stadium,Point(123.457484 41.739037),People's Republic of China
Shenyang Shenbei F.C.,Shenyang Olympic Sports Center Stadium,Point(123.457484 41.739037),People's Republic of China
R.C. Lens,Stade Félix-Bollaert,Point(2.814722 50.432778),France
Mutual FC,Tsing Yi Sports Ground,Point(114.108277777 22.356280555),People's Republic of China
FC Santa Coloma,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
CE Principat,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
Q301973,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Encamp,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
UE Santa Coloma,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
Constel·lació Esportiva,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Lusitanos,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
Inter Club d'Escaldes,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
Atlètic Club d'Escaldes,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
Casa Estrella del Benfica,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
UE Engordany,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Rànger's,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
FC Andorra,Estadi Comunal d'Aixovall,Point(1.487667 42.476389),Andorra
Fath Tehran F.C.,Azadi Stadium,Point(51.275528 35.724417),Iran
Chicago Mustangs,Sears Centre,Point(-88.209456 42.071694),United States of America
Chicago Soul FC,Sears Centre,Point(-88.209456 42.071694),United States of America
Chicago Mustangs,Sears Centre,Point(-88.20945556 42.07169444),United States of America
Chicago Soul FC,Sears Centre,Point(-88.20945556 42.07169444),United States of America
Eintracht Braunschweig II,Eintracht-Stadion,Point(10.521389 52.29),Germany
C.D. Guadalajara Premier,Estadio Akron,Point(-103.462778 20.681667),Mexico
C.D. Guadalajara,Estadio Akron,Point(-103.462778 20.681667),Mexico
Sparta Youth Academy,Sparta Stadion Het Kasteel,Point(4.433333 51.919444),Netherlands
Phoenix Inferno,Arizona Veterans Memorial Coliseum,Point(-112.096667 33.469444),United States of America
BC Augsburg,Rosenaustadion,Point(10.875833 48.355278),Germany
First Bank F.C.,Onikan Stadium,Point(3.40219444 6.44247222),Nigeria
Union Bank F.C.,Onikan Stadium,Point(3.40219444 6.44247222),Nigeria
C.O.D United football club of Lagos,Onikan Stadium,Point(3.40219444 6.44247222),Nigeria
Ikorodu United F.C.,Onikan Stadium,Point(3.40219444 6.44247222),Nigeria
Bussdor United F.C.,Dan Anyiam Stadium,Point(7.043889 5.483889),Nigeria
Q5487063,Estadio Ester Roa Rebolledo,Point(-73.023333 -36.815278),Chile
Q8208954,Estadio Bicentenario de La Florida,Point(-70.578333 -33.540833),Chile
Kilikia F.C.,Hrazdan Stadium,Point(44.494444 40.180278),Armenia
FC Yerevan,Hrazdan Stadium,Point(44.494444 40.180278),Armenia
FC Concordia Basel,Stadion Rankhof,Point(7.620013888 47.561194444),Switzerland
FC Nordstern Basel,Stadion Rankhof,Point(7.620013888 47.561194444),Switzerland
Deportes La Serena,Estadio La Portada,Point(-71.251944 -29.911111),Chile
Greuther Fürth,Trolli Arena,Point(10.999167 49.486944),Germany
Unione Sportiva Lecce,Stadio Via del Mare,Point(18.208889 40.365278),Italy
Tacuary,Estadio Roberto Bettega,Point(-57.56875 -25.23638889),Paraguay
Club Nacional,Estadio Arsenio Erico,Point(-57.58061111 -25.31691667),Paraguay
C.D. Palestino,Estadio Municipal de La Cisterna,Point(-70.67277778 -33.52083333),Chile
MSV Duisburg,Schauinsland-Reisen-Arena,Point(6.778639 51.409028),Germany
Barrio Fino F.C.,Isidoro Beaton Stadium,Point(-88.786366666 17.252177777),Belize
Belmopan Blaze,Isidoro Beaton Stadium,Point(-88.786366666 17.252177777),Belize
Belmopan Bandits,Isidoro Beaton Stadium,Point(-88.786366666 17.252177777),Belize
Police United FC,Isidoro Beaton Stadium,Point(-88.786366666 17.252177777),Belize
L.A.S.K. Linz,Linzer Stadion,Point(14.276389 48.293333),Austria
FC Linz,Linzer Stadion,Point(14.276389 48.293333),Austria
F.C. Blau-Weiß Linz,Linzer Stadion,Point(14.276389 48.293333),Austria
SV Ried,Keine Sorgen Arena,Point(13.478333 48.207778),Austria
FC Slovan Liberec,Stadion u Nisy,Point(15.049972 50.776214),Czech Republic
SR Delémont,La Blancherie,Point(7.341667 47.360278),Switzerland
AC Bellinzona,Stadio Comunale Bellinzona,Point(9.022304 46.198082),Switzerland
SV Mattersburg,Pappelstadion,Point(16.4064 47.7394),Austria
Associação Atlética Ponte Preta,Estádio Moisés Lucarelli,Point(-47.051389 -22.913611),Brazil
Red Bull Brasil,Estádio Moisés Lucarelli,Point(-47.051389 -22.913611),Brazil
FC Luzern,Swissporarena,Point(8.305187 47.033264),Switzerland
SK Dynamo České Budějovice,Stadion Střelecký ostrov,Point(14.466389 48.966944),Czech Republic
Malaga CF,La Rosaleda Stadium,Point(-4.426422 36.734092),Spain
CD Málaga,La Rosaleda Stadium,Point(-4.426422 36.734092),Spain
FK Austria Wien,Generali Arena,Point(16.386694 48.162306),Austria
S.K. Sturm Graz,UPC-Arena,Point(15.454444 47.046111),Austria
Grazer AK,UPC-Arena,Point(15.454444 47.046111),Austria
2017–18 SK Sturm Graz season,UPC-Arena,Point(15.454444 47.046111),Austria
Avenues United FC,Arnos Vale Stadium,Point(-61.211805555 13.141861111),Saint Vincent and the Grenadines
SpVgg Bendorf,Rheinstadion,Point(6.734167 51.260278),Germany
Alemannia Aachen,New Tivoli,Point(6.097222222 50.793333333),Germany
F.C. Hansa Rostock,Ostseestadion,Point(12.095188888 54.08495),Germany
TSG Neustrelitz,Parkstadion,Point(7.066667 51.559167),Germany
St. Ann's Rangers,Hasely Crawford Stadium,Point(-61.533033 10.661522),Trinidad and Tobago
Defence Force F.C.,Hasely Crawford Stadium,Point(-61.533033 10.661522),Trinidad and Tobago
San Juan Jabloteh,Hasely Crawford Stadium,Point(-61.533033 10.661522),Trinidad and Tobago
Morvant Caledonia United,Hasely Crawford Stadium,Point(-61.533033 10.661522),Trinidad and Tobago
1. FC Saarbrücken,Ludwigsparkstadion,Point(6.984167 49.2475),Germany
Füchse Berlin Reinickendorf,Max-Schmeling-Halle,Point(13.404166666 52.544722222),Germany
Arminia Bielefeld,Bielefelder Alm,Point(8.516944 52.031389),Germany
Hapoel Be'er Sheva F.C.,Vasermil Stadium,Point(34.785964 31.253794),Israel
Maccabi Be'er Sheva F.C.,Vasermil Stadium,Point(34.785964 31.253794),Israel
April 25 Sports Club,Yanggakdo Stadium,Point(125.743525 38.991547222),North Korea
Amrokkang Sports Club,Yanggakdo Stadium,Point(125.743525 38.991547222),North Korea
Sobaeksu Sports Club,Yanggakdo Stadium,Point(125.743525 38.991547222),North Korea
Halcones de Querétaro,Corregidora Stadium,Point(-100.366539 20.577642),Mexico
Querétaro F.C. Premier,Corregidora Stadium,Point(-100.366539 20.577642),Mexico
Querétaro F.C.,Corregidora Stadium,Point(-100.366539 20.577642),Mexico
Taiwan Power Company F.C.,Kaohsiung National Stadium,Point(120.295 22.702778),Taiwan
Rosario Central,Estadio Gigante de Arroyito,Point(-60.674567 -32.913997),Argentina
Deportivo Neza,Estadio Neza 86,Point(-98.987042 19.405786),Mexico
Q1136057,Estadio Neza 86,Point(-98.987042 19.405786),Mexico
Toros Neza,Estadio Neza 86,Point(-98.987042 19.405786),Mexico
Tecamachalco F.C.,Estadio Neza 86,Point(-98.987042 19.405786),Mexico
Q5486663,Estadio Neza 86,Point(-98.987042 19.405786),Mexico
Atlante UTN Potros Neza,Estadio Neza 86,Point(-98.987042 19.405786),Mexico
Tatung F.C.,Taipei Municipal Stadium,Point(121.551111 25.049444),Taiwan
Royal Blues F.C.,Taipei Municipal Stadium,Point(121.551111 25.049444),Taiwan
KS Dinamo Tirana,Qemal Stafa Stadium,Point(19.824075 41.318314),Albania
Luftëtari Enver Hoxha Tiranë,Qemal Stafa Stadium,Point(19.824075 41.318314),Albania
ADO Den Haag,Cars Jeans Stadion,Point(4.383056 52.062778),Netherlands
N.E.C.,Stadion de Goffert,Point(5.836667 51.8225),Netherlands
CR Vasco da Gama,Estádio São Januário,Point(-43.228252777 -22.890916666),Brazil
F.C. Zenit St. Petersburg,Gazprom Arena,Point(30.220533 59.972953),Russia
Ascot United F.C.,Ascot Racecourse,Point(-0.676944 51.4161),United Kingdom
N.K. Dinamo Zagreb,Stadion Maksimir,Point(16.018077777 45.818858333),Croatia
HNK Gorica,Stadion Maksimir,Point(16.018077777 45.818858333),Croatia
NK Lokomotiva,Stadion Maksimir,Point(16.018077777 45.818858333),Croatia
HAŠK,Stadion Maksimir,Point(16.018077777 45.818858333),Croatia
Sport Club Corinthians Paulista Junior Team,Estádio Parque São Jorge,Point(-46.568469 -23.526833),Brazil
Sport Club Corinthians Paulista B,Estádio Parque São Jorge,Point(-46.568469 -23.526833),Brazil
Deportes Temuco,Estadio Municipal Germán Becker,Point(-72.619722 -38.742778),Chile
Unión Temuco,Estadio Municipal Germán Becker,Point(-72.619722 -38.742778),Chile
Q5774980,Estadio Municipal Germán Becker,Point(-72.619722 -38.742778),Chile
Provincial Temuco,Estadio Municipal Germán Becker,Point(-72.619722 -38.742778),Chile
Tottenham Hotspur F.C. Reserves and Academy,Brisbane Road,Point(-0.012639 51.560139),United Kingdom
Vancouver Whitecaps,Swangard Stadium,Point(-123.021 49.2308),Canada
Simon Fraser Clan,Swangard Stadium,Point(-123.021 49.2308),Canada
Utah Salt Ratz,Rice–Eccles Stadium,Point(-111.848888888 40.76),United States of America
Utah Blitzz,Rice–Eccles Stadium,Point(-111.848888888 40.76),United States of America
Cumbernauld Colts F.C.,Broadwood Stadium,Point(-4.03709 55.9448),United Kingdom
Vila Nova Futebol Clube,Estádio Serra Dourada,Point(-49.233889 -16.698889),Brazil
Imperio de Mérida CP,Estadio Romano,Point(-6.336406 38.913933),Spain
Mérida AD,Estadio Romano,Point(-6.336406 38.913933),Spain
Atlético de San Luis,Estadio Alfonso Lastras,Point(-100.950864 22.138706),Mexico
West Adelaide Soccer Club,Hindmarsh Stadium,Point(138.568889 -34.9075),Australia
Legia Warsaw,Polish Army Stadium,Point(21.040628 52.220461),Poland
Real Tamale United,Tamale Stadium,Point(-0.861667 9.409722),Ghana
CFD San Santiago,Estadio Alberto Gallardo,Point(-77.045 -12.038),Peru
Niki Volos F.C,Panthessaliko Stadium,Point(22.931067 39.387511),Greece
Q6046235,Sakarya Atatürk Stadium,Point(30.386558 40.777014),Turkey
Vonds Ichihara,Ichihara Seaside Stadium,Point(140.071639 35.527974),Japan
NA Hussein Dey,Stade Frères Zioui,Point(3.091944 36.743889),Algeria
Niary Tally,Stade Demba Diop,Point(-17.4584434 14.7107147),Senegal
AS Douanes,Stade Demba Diop,Point(-17.4584434 14.7107147),Senegal
US Gorée,Stade Demba Diop,Point(-17.4584434 14.7107147),Senegal
US Ouakam,Stade Demba Diop,Point(-17.4584434 14.7107147),Senegal
ASC Xam-Xam,Stade Demba Diop,Point(-17.4584434 14.7107147),Senegal
San Marcos de Arica,Estadio Carlos Dittborn,Point(-70.299272 -18.487506),Chile
RKC Waalwijk,Mandemakers Stadion,Point(5.088611 51.686944),Netherlands
Once Caldas,Estadio Palogrande,Point(-75.489807 5.056233),Colombia
Hércules CF,Estadio José Rico Pérez,Point(-0.4925 38.357222),Spain
FC Aris Bonnevoie,Stade Josy Barthel,Point(6.109661111 49.615630555),Luxembourg
US Ouagadougou,Stade Josy Barthel,Point(6.109661111 49.615630555),Luxembourg
CA Spora Luxembourg,Stade Josy Barthel,Point(6.109661111 49.615630555),Luxembourg
FC Antibes,Stade du Fort Carré,Point(7.1256 43.5909),France
S.S.D. Casarano Calcio,Stadio Giuseppe Capozza,Point(18.1555 40.0146),Italy
Phuket F.C.,Surakul Stadium,Point(98.3716 7.889),Thailand
Phuket City F.C.,Surakul Stadium,Point(98.3716 7.889),Thailand
Phuket F.C.,Surakul Stadium,Point(98.37162495 7.88899438),Thailand
Phuket City F.C.,Surakul Stadium,Point(98.37162495 7.88899438),Thailand
Juventud Antoniana,Estadio Padre Ernesto Martearena,Point(-65.419189 -24.820889),Argentina
Central Norte,Estadio Padre Ernesto Martearena,Point(-65.419189 -24.820889),Argentina
Deltras F.C.,Gelora Delta Stadium,Point(112.705929 -7.44772),Indonesia
Persida Sidoarjo,Gelora Delta Stadium,Point(112.705929 -7.44772),Indonesia
Deportes Puerto Montt,Estadio Regional de Chinquihue,Point(-72.98705 -41.4915),Chile
FK Lovćen,Stadion Obilića Poljana,Point(18.9244 42.3926),Montenegro
FK Cetinje,Stadion Obilića Poljana,Point(18.9244 42.3926),Montenegro
FK Lovćen in the First League,Stadion Obilića Poljana,Point(18.9244 42.3926),Montenegro
FC Unirea Alba Iulia,Stadionul Cetate,Point(23.566553 46.079078),Romania
Verdes FC,Norman Broaster Stadium,Point(-89.069722222 17.160277777),Belize
San Ignacio United,Norman Broaster Stadium,Point(-89.069722222 17.160277777),Belize
Santel's,Norman Broaster Stadium,Point(-89.069722222 17.160277777),Belize
World FC,Norman Broaster Stadium,Point(-89.069722222 17.160277777),Belize
Espoir FC,Stade de Zinder,Point(8.98306 13.8139),Niger
ASAF Zinder,Stade de Zinder,Point(8.98306 13.8139),Niger
US Créteil-Lusitanos,Stade Dominique Duvauchelle,Point(2.461667 48.768056),France
FC Lahti,Lahti Stadium,Point(25.634167 60.983056),Finland
Elche CF,Estadio Manuel Martínez Valero,Point(-0.663333 38.266944),Spain
FC Volendam,Kras Stadion,Point(5.066389 52.494444),Netherlands
Zamora FC,Estadio Agustín Tovar,Point(-70.207401 8.62443),Venezuela
Yadanarbon F.C.,Bahtoo Stadium,Point(96.1 21.983333),Myanmar
NK Istra 1961,Stadion Aldo Drosina,Point(13.851561 44.861565),Croatia
Baré Esporte Clube,Estádio Flamarion Vasconcelos,Point(-60.6606 2.83139),Brazil
Atlético Roraima Clube,Estádio Flamarion Vasconcelos,Point(-60.6606 2.83139),Brazil
Atlético Progresso Clube,Estádio Flamarion Vasconcelos,Point(-60.6606 2.83139),Brazil
Atlético Rio Negro Clube,Estádio Flamarion Vasconcelos,Point(-60.6606 2.83139),Brazil
Grêmio Atlético Sampaio,Estádio Flamarion Vasconcelos,Point(-60.6606 2.83139),Brazil
Náutico Futebol Clube,Estádio Flamarion Vasconcelos,Point(-60.6606 2.83139),Brazil
River Esporte Clube,Estádio Flamarion Vasconcelos,Point(-60.6606 2.83139),Brazil
Fútbol club Guadalajara,SDCCU Stadium,Point(-117.119444444 32.783055555),United States of America
Fortaleza E.C.,Castelão,Point(-38.522481 -3.807267),Brazil
Guarany Sporting Club,Castelão,Point(-38.522481 -3.807267),Brazil
Q10367797,Castelão,Point(-38.522481 -3.807267),Brazil
Q10372517,Castelão,Point(-38.522481 -3.807267),Brazil
Bangkok United F.C.,Thai-Japanese Stadium,Point(100.552823 13.76657),Thailand
